-2.0, -1.6, -1.2, -0.8, -0.4, 0.0, 0.4, 0.8, 1.2, 1.6, 2.0
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-123.77590786480188,-109.72629237474641
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-77.15074646534204,-44.77069584772955,-54.01686403195625,-78.64227835492501
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-57.817997665269786,-19.56513167029767,-21.26452870124998,-40.32336813256354,-69.83510496523041
-Inf,-Inf,-Inf,-Inf,-Inf,-190.6079953944587,-27.45952052595932,-6.632762501634141,-14.1099320380178,-36.21112286123684,-67.64536680319827
-Inf,-Inf,-Inf,-Inf,-Inf,-130.52043177649043,-18.50451586780004,-2.7551128453609532,-12.640121760010777,-36.21988506810362,-68.67918814570488
-Inf,-Inf,-Inf,-Inf,-Inf,-116.68637528260503,-16.20276174009194,-2.886315039857049,-14.090308271000863,-38.54278988089959,-71.63776248390974
-Inf,-Inf,-Inf,-Inf,-Inf,-112.33737909370703,-17.187425021496004,-5.297320802845367,-17.334156797548978,-42.36040182177163,-75.8883711219564
-Inf,-Inf,-Inf,-Inf,-Inf,-112.20109541150615,-20.14455358741012,-9.19147774963684,-21.80012150009669,-47.237235153338105,-81.08239772682984
-Inf,-Inf,-Inf,-Inf,-Inf,-114.46161671064883,-24.42825990194308,-14.13757564439365,-27.163325314126183,-52.903940431310616,-86.98660599571568
