-2.0, -1.6, -1.2, -0.8, -0.4, 0.0, 0.4, 0.8, 1.2, 1.6, 2.0
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-746.4650933241973,-627.0510096100274
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-708.2084236517672,-610.5724295373212,-545.0747629419283,-537.7458127081029
-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-809.6929737347947,-594.2346358059663,-532.6205774922829,-518.5744267392679,-527.3546779797018
-Inf,-Inf,-Inf,-Inf,-Inf,-1234.0734758689448,-708.245241818331,-581.2494862099419,-526.318692101113,-514.6146654301058,-528.2535238314141
-Inf,-Inf,-Inf,-Inf,-Inf,-1101.151516775356,-690.1583357504322,-573.7187457810068,-526.8540966832091,-518.617178248871,-536.3221223144303
-Inf,-Inf,-Inf,-Inf,-Inf,-1034.810866082083,-689.5765376046796,-577.212628610089,-534.4209730630736,-528.0553463409238,-543.2006067926932
-Inf,-Inf,-Inf,-Inf,-Inf,-1032.1879489461774,-695.9204727796644,-584.8512032667946,-545.1992268809842,-539.8721703373867,-560.4939405271183
-Inf,-Inf,-Inf,-Inf,-Inf,-1039.0611633119363,-705.9570051931547,-598.5154750297254,-558.2122802951501,-553.6316867242524,-574.5932919281927
-Inf,-Inf,-Inf,-Inf,-Inf,-1032.4586468606901,-713.3533105183493,-608.7321836522534,-575.9848292893987,-567.0229630540483,-591.7250599937666
