0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
-0.6, -0.231249, -0.101242, -0.0452618, -0.0203179, -0.00912845, -0.00410179, -0.00184326, -0.000828357, -0.000372261, -0.000167311
