0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
-0.1, -0.0658339, -0.0421124, -0.0264186, -0.0163646, -0.0100556, -0.00614806, -0.00374736, -0.00227976, -0.00138537, -0.000841245
