0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
-0.1, -0.0222433, -0.00496297, -0.00110756, -0.000247207, -5.5205e-5, -1.23395e-5, -2.77032e-6, -6.27147e-7, -1.47965e-7, -3.52703e-8
