0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
0.4, 0.0739367, 0.0158902, 0.00351719, 0.000783542, 0.000174822, 3.90424e-5, 8.73009e-6, 1.96124e-6, 4.49275e-7, 1.05497e-7
