0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
0.4, 0.166904, 0.0739752, 0.0331502, 0.0148879, 0.00668957, 0.00300596, 0.00135085, 0.000607068, 0.000272823, 0.000122626
