0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
0.6, 0.10214, 0.021647, 0.00477724, 0.00106356, 0.000237262, 5.29709e-5, 1.18453e-5, 2.66057e-6, 6.02998e-7, 1.39831e-7
