0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
-1.0, -0.317912, -0.136149, -0.0606198, -0.0271899, -0.0122134, -0.00548806, -0.00246609, -0.00110822, -0.000498048, -0.00022383
