0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
-0.1, -0.0235326, -0.00531632, -0.0011897, -0.000265703, -5.93414e-5, -1.32625e-5, -2.97625e-6, -6.73419e-7, -1.5835e-7, -3.76341e-8
