0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1.0, 0.266137, 0.10107, 0.0424609, 0.0185381, 0.00822514, 0.00367529, 0.00164741, 0.000739504, 0.000332162, 0.000149256
