-2.0, -1.6, -1.2, -0.8, -0.4, 0.0, 0.4, 0.8, 1.2, 1.6, 2.0
-70.96535250996835,-77.90219761164809,-87.17529077366345,-100.48877472744726,-122.59579149359129,-181.44337641456636,-339.202094139174,-531.886357054544,-731.1443523254526,-932.7190777875985,-1135.3529173019
-60.28962192074031,-66.49579678055902,-74.93528355211264,-87.29747379059262,-108.32631445650247,-166.12118680241235,-323.81885985769156,-516.6310043645271,-716.0071012076412,-917.6861363058622,-1120.4133727183187
-48.58125769543135,-53.697745621546424,-60.822655415044835,-71.5774053157199,-90.61629705912011,-146.22942248237285,-303.698594431213,-496.70037413368334,-696.2552024868162,-898.0485068996477,-1100.882137310556
-36.21738796235203,-39.782749918100485,-44.891002378148485,-52.91785404256885,-68.04954750761374,-118.3000008516023,-274.8413030896239,-468.1105157979272,-667.9417247320049,-870.0134458478285,-1073.0760400247402
-24.29149684520275,-25.95652808082099,-28.385957019747508,-32.317667325289726,-40.187152764260205,-74.31073798643388,-225.25207671375807,-418.71850051510444,-618.97274619627,-821.4919477867631,-1024.9704347894615
-14.661921393260211,-14.661921393260211,-14.661921393260211,-14.661921393260211,-14.661921393260211,-14.661921393260211,-14.661921393260211,-14.661921393260211,-14.661921393260211,-14.661921393260211,-14.661921393260211
-8.96099476254033,-8.213315866526408,-7.276430572275022,-6.202534171442327,-6.035689134865668,-26.866184974976633,-158.54924885935958,-330.5897868510423,-510.25603514992883,-693.5355502317409,-879.0648480138493
-7.310872756148705,-6.68710149997811,-6.126996195213479,-6.116813922535414,-9.360549634335639,-42.600539106495674,-178.50250354178175,-350.76658094465176,-530.8497667691572,-714.5674660033299,-900.5136202226769
-8.587002342090706,-8.446010919691371,-8.65027631458683,-9.952595006608544,-15.721350546307013,-53.56660058080147,-190.58826269530715,-363.1431389435202,-543.5205054734431,-727.4793765580745,-913.6574186462276
-11.542267633445904,-11.901150217326764,-12.789199446550873,-15.07456194155168,-22.349151690879946,-62.271147096815525,-199.8006777078602,-372.5471230965756,-553.1027227983836,-737.2631092053074,-923.6149783729487
-15.32871071797191,-16.09669656794117,-17.499586344102063,-20.454454418822838,-28.63617864919367,-69.6529732096918,-207.46542077919557,-380.33975151640016,-561.010787794395,-745.2737562309305,-931.7160443480394
