-2.0, -1.6, -1.2, -0.8, -0.4, 0.0, 0.4, 0.8, 1.2, 1.6, 2.0
-690.9551814476454,-682.0148578909266,-667.4659987003324,-640.2392991591832,-574.1494125278817,-378.4314922415867,-163.16783303350172,-64.76197703461531,-27.217756981891505,-24.632355033573745,-45.269789316074295
-690.0078258697544,-681.178762567248,-666.7916693082087,-639.795019852515,-573.9526035227163,-377.0395029190948,-159.50905525903988,-60.030633870394496,-21.82002218574768,-18.75980039201213,-39.03411563053816
-691.1447126574506,-682.7404777941276,-668.9449646601383,-642.7894157153686,-578.0323859404999,-379.44545280494714,-157.57590925115798,-56.097445085379114,-16.672958532821653,-12.759905059395043,-32.38194050127701
-695.7144948011799,-688.4879326268021,-676.420760532316,-652.9534102906835,-592.4406280555306,-392.80234381048643,-161.0792229247563,-55.19211334243231,-13.177719096081988,-7.487724563460719,-25.79209668326791
-705.273968411747,-700.7063082062659,-692.8915751887663,-677.0507663918074,-632.6071979425399,-447.6641899127861,-186.76084630101835,-67.54702808175958,-18.108045010102515,-7.481734438284791,-22.21105574044063
-720.445013843734,-720.445013843734,-720.445013843734,-720.445013843734,-720.445013843734,-720.445013843734,-720.445013843734,-720.445013843734,-720.445013843734,-720.445013843734,-720.445013843734
-739.5447080969437,-745.0297206420292,-754.3369973042039,-773.0356200058724,-825.1818288575336,-1065.078917949572,-1608.6066641730472,-2093.3274441853346,-2522.6869212370434,-2919.111948481167,-3293.3904119638178
-759.3799508182688,-769.5481036922243,-786.1634229419938,-817.6474425753684,-896.5356539873665,-1179.6643810485593,-1703.830768607597,-2175.251168301095,-2597.179957306028,-2988.6593721886456,-3359.3637484650963
-777.589732281019,-790.9694636480581,-812.094151970441,-850.3067695079075,-939.8714465658749,-1231.916755159175,-1748.2771327763098,-2215.3122528927724,-2634.668934328385,-3024.334163299275,-3393.7238003564535
-793.3902485853795,-808.7843693315855,-832.4989985914025,-874.1432007805772,-968.2890475256138,-1262.919015881081,-1775.6766672074598,-2240.7136784916556,-2658.8559867212252,-3047.7556300201054,-3416.5604203616767
-806.9050666812426,-823.5502211896105,-848.7750633183808,-892.2701148880346,-988.6487425158509,-1284.2310422836192,-1795.0658667858156,-2259.0303164372763,-2676.5035680389037,-3064.926663885903,-3433.3653572348126
