-2.0, -1.6, -1.2, -0.8, -0.4, 0.0, 0.4, 0.8, 1.2, 1.6, 2.0
-2661.668494339408,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-216.99277625374467,-1819.6484918034316,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-133.80236148471462,-173.4394553294126,-1137.948489267456,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-92.61755257674459,-105.07770026648262,-132.1946040443632,-616.56848673148,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-68.8710717485618,-72.4723040103519,-78.75686828125987,-93.09145253942289,-255.50848419550397,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
-54.76848165952803,-54.76848165952803,-54.76848165952803,-54.76848165952803,-54.76848165952803,-54.76848165952803,-54.76848165952803,-54.76848165952803,-54.76848165952803,-54.76848165952803,-54.76848165952803
-46.80891033246513,-45.3263572958601,-43.12561915964802,-39.47451188047045,-32.11288625544138,-14.864734997826158,-14.348479123552133,-117.0834455166127,-359.75082029830094,-751.0562751275183,-1294.5831865128243
-43.11284592837277,-41.15659351921772,-38.35359405548489,-33.9335280651162,-25.7284207147219,-9.855222110231587,-19.033020935396078,-134.24847658757622,-389.7492324400601,-794.1658802185073,-1351.0089329775146
-42.55246130190483,-40.65143593599937,-37.97872675038864,-33.855967643912265,-26.404169757595106,-13.14978718974428,-28.69899459262066,-151.35279352542744,-414.4684740516003,-826.6346349873537,-1391.3293657864726
-44.39702235227545,-42.84474029656586,-40.666943487177264,-37.29148440199562,-31.09188953709351,-20.45399442413071,-40.76458187002817,-168.7536586982606,-437.3141679051585,-855.0084715156246,-1425.2956802969766
-48.14564316012955,-47.10977620620612,-45.61479250579369,-43.18328807959121,-38.38525332123901,-30.163144528615092,-54.279345283803764,-186.43550758347934,-459.23912019396755,-881.234597147691,-1455.8684689796485
